Date,Left_team,Right_team,Left_score,Right_score,Tournament,Left_overall,Right_overall,Left_attack,Right_attack,Left_midfield,Right_midfield,Left_deffense,Right_deffense,Left_bu_speed,Right_bu_speed,Left_bu_passing,Right_bu_passing,Left_bu_positioning,Right_bu_positioning,Left_cc_crossing,Right_cc_crossing,Left_cc_passing,Right_cc_passing,Left_cc_shooting,Right_cc_shooting,Left_cc_positioning,Right_cc_positioning,Left_aggression,Right_aggression,Left_pressure,Right_pressure,Left_avg_age,Right_avg_age,win
9/6/2014,Mexico,Chile,0,0,Friendly,75,75,78,77,74,75,74,70,53,62,54,42,Organised,Organised,58,50,68,65,38,54,Organised,Organised,58,44,46,35,27,27,0
9/6/2014,Chile,Mexico,0,0,Friendly,76,75,76,78,75,74,70,74,62,53,42,54,Organised,Organised,50,58,65,68,54,38,Organised,Organised,44,58,35,46,27,27,0
9/6/2014,Mexico,Chile,0,0,Friendly,75,75,79,77,73,75,74,70,53,62,54,42,Organised,Organised,58,50,68,65,40,54,Organised,Organised,58,44,46,35,26,27,0
9/6/2014,Chile,Mexico,0,0,Friendly,76,75,76,79,75,73,70,74,62,53,42,54,Organised,Organised,50,58,65,68,54,40,Organised,Organised,44,58,35,46,27,26,0
9/7/2014,Germany,Scotland,2,1,UEFA Euro qualification,83,73,84,75,82,74,82,68,67,40,37,45,Organised,Organised,46,55,52,40,63,55,Free Form,Organised,57,50,50,40,24,27,1
9/7/2014,Germany,Scotland,2,1,UEFA Euro qualification,83,73,84,75,82,74,82,69,67,40,37,45,Organised,Organised,46,55,52,40,63,55,Free Form,Organised,57,50,50,40,24,28,1
9/7/2014,Germany,Scotland,2,1,UEFA Euro qualification,84,73,84,75,83,74,82,68,63,40,40,45,Organised,Organised,48,55,48,40,63,55,Organised,Organised,57,50,44,40,25,27,1
9/7/2014,Germany,Scotland,2,1,UEFA Euro qualification,84,73,84,75,83,74,82,69,63,40,40,45,Organised,Organised,48,55,48,40,63,55,Organised,Organised,57,50,44,40,25,28,1
9/7/2014,Greece,Romania,0,1,UEFA Euro qualification,74,72,74,73,72,71,75,72,52,51,56,52,Organised,Organised,60,73,51,40,52,55,Organised,Organised,37,47,24,47,27,25,0
9/7/2014,Greece,Romania,0,1,UEFA Euro qualification,74,73,74,73,72,72,75,72,52,51,56,52,Organised,Organised,60,69,51,40,52,55,Organised,Organised,37,47,24,47,27,27,0
9/7/2014,Greece,Romania,0,1,UEFA Euro qualification,74,72,74,73,72,71,75,72,52,51,56,52,Organised,Organised,60,73,51,40,52,55,Organised,Organised,37,47,24,47,27,25,0
9/7/2014,Greece,Romania,0,1,UEFA Euro qualification,74,73,74,73,72,72,75,72,52,51,56,52,Organised,Organised,60,69,51,40,52,55,Organised,Organised,37,47,24,47,27,27,0
9/7/2014,Northern Ireland,Hungary,2,1,UEFA Euro qualification,70,69,71,69,69,67,69,65,57,54,55,53,Organised,Organised,45,68,50,47,62,52,Organised,Organised,50,47,40,47,28,25,1
9/7/2014,Northern Ireland,Hungary,2,1,UEFA Euro qualification,70,69,71,69,69,67,69,65,58,54,56,53,Organised,Organised,45,68,50,47,62,52,Organised,Organised,50,47,40,47,27,25,1
9/7/2014,Hungary,Northern Ireland,1,2,UEFA Euro qualification,70,70,70,71,71,69,66,69,52,57,53,55,Organised,Organised,64,45,47,50,52,62,Organised,Organised,47,50,47,40,27,28,0
9/7/2014,Hungary,Northern Ireland,1,2,UEFA Euro qualification,70,70,70,71,71,69,66,69,52,58,53,56,Organised,Organised,64,45,47,50,52,62,Organised,Organised,47,50,47,40,27,27,0
9/8/2014,Sweden,Austria,1,1,UEFA Euro qualification,75,73,81,73,73,71,72,72,49,37,32,53,Organised,Organised,39,37,33,38,68,49,Organised,Organised,59,37,42,34,26,25,0
9/8/2014,Sweden,Austria,1,1,UEFA Euro qualification,76,73,78,73,75,71,75,72,49,37,32,53,Organised,Organised,39,37,33,38,68,49,Organised,Organised,59,37,42,34,28,25,0
9/8/2014,Sweden,Austria,1,1,UEFA Euro qualification,75,73,81,73,73,74,72,71,49,37,32,53,Organised,Organised,39,37,33,38,68,49,Organised,Organised,59,37,42,34,26,26,0
9/8/2014,Sweden,Austria,1,1,UEFA Euro qualification,76,73,78,73,75,74,75,71,49,37,32,53,Organised,Organised,39,37,33,38,68,49,Organised,Organised,59,37,42,34,28,26,0
9/8/2014,Uruguay,Korea Republic,1,0,Friendly,76,71,78,70,75,70,76,70,36,55,55,40,Organised,Organised,34,38,51,45,37,45,Organised,Free Form,56,48,44,61,29,26,1
9/8/2014,Uruguay,Korea Republic,1,0,Friendly,76,71,82,70,75,70,76,70,75,55,55,40,Organised,Organised,32,38,50,45,67,45,Organised,Free Form,46,48,31,61,27,26,1
9/8/2014,Uruguay,Korea Republic,1,0,Friendly,76,71,78,70,75,71,76,69,36,66,55,57,Organised,Organised,34,50,51,78,37,45,Organised,Organised,56,48,44,61,29,25,1
9/8/2014,Uruguay,Korea Republic,1,0,Friendly,76,71,82,70,75,71,76,69,75,66,55,57,Organised,Organised,32,50,50,78,67,45,Organised,Organised,46,48,31,61,27,25,1
9/8/2014,England,Switzerland,2,0,UEFA Euro qualification,80,76,83,74,78,77,79,77,54,48,56,52,Organised,Organised,67,51,56,48,51,43,Organised,Organised,47,45,43,47,25,24,1
9/8/2014,England,Switzerland,2,0,UEFA Euro qualification,80,76,83,74,79,77,79,77,54,48,56,52,Organised,Organised,67,51,56,48,51,43,Organised,Organised,47,45,43,47,24,24,1
9/8/2014,England,Switzerland,2,0,UEFA Euro qualification,80,76,83,75,78,77,79,76,54,48,56,52,Organised,Organised,67,51,56,48,51,43,Organised,Organised,47,45,43,47,25,25,1
9/8/2014,England,Switzerland,2,0,UEFA Euro qualification,80,76,83,75,79,77,79,76,54,48,56,52,Organised,Organised,67,51,56,48,51,43,Organised,Organised,47,45,43,47,24,25,1
9/9/2014,Netherlands,Czech Republic,1,2,UEFA Euro qualification,79,74,84,73,76,73,74,73,57,47,45,50,Organised,Organised,52,56,55,53,39,52,Free Form,Organised,50,44,48,47,25,28,0
9/9/2014,Netherlands,Czech Republic,1,2,UEFA Euro qualification,80,74,83,73,77,73,76,73,57,47,45,50,Organised,Organised,52,56,55,53,39,52,Free Form,Organised,50,44,48,47,26,28,0
9/9/2014,Netherlands,Czech Republic,1,2,UEFA Euro qualification,79,74,84,73,76,74,74,73,57,47,45,50,Organised,Organised,52,56,55,53,39,52,Free Form,Organised,50,44,48,47,25,27,0
9/9/2014,Netherlands,Czech Republic,1,2,UEFA Euro qualification,80,74,83,73,77,74,76,73,57,47,45,50,Organised,Organised,52,56,55,53,39,52,Free Form,Organised,50,44,48,47,26,27,0
9/9/2014,Mexico,Bolivia,1,0,Friendly,75,63,78,68,74,57,74,63,53,33,54,30,Organised,Organised,58,32,68,29,38,49,Organised,Organised,58,45,46,34,27,25,1
9/9/2014,Mexico,Bolivia,1,0,Friendly,75,65,78,68,74,60,74,63,53,33,54,30,Organised,Organised,58,32,68,29,38,49,Organised,Organised,58,45,46,34,27,27,1
9/9/2014,Mexico,Bolivia,1,0,Friendly,75,63,79,68,73,57,74,63,53,33,54,30,Organised,Organised,58,32,68,29,40,49,Organised,Organised,58,45,46,34,26,25,1
9/9/2014,Mexico,Bolivia,1,0,Friendly,75,65,79,68,73,60,74,63,53,33,54,30,Organised,Organised,58,32,68,29,40,49,Organised,Organised,58,45,46,34,26,27,1
9/9/2014,Italy,Norway,2,0,UEFA Euro qualification,82,71,81,71,79,72,82,70,45,70,49,59,Organised,Organised,70,52,66,68,53,61,Organised,Organised,59,47,46,33,26,25,1
9/9/2014,Italy,Norway,2,0,UEFA Euro qualification,82,71,81,71,79,72,82,70,49,70,48,59,Organised,Organised,63,52,38,68,42,61,Organised,Organised,44,47,34,33,27,25,1
9/9/2014,Italy,Norway,2,0,UEFA Euro qualification,82,72,81,71,79,73,82,70,45,70,49,59,Organised,Organised,70,52,66,68,53,61,Organised,Organised,59,47,46,33,26,24,1
9/9/2014,Italy,Norway,2,0,UEFA Euro qualification,82,72,81,71,79,73,82,70,49,70,48,59,Organised,Organised,63,52,38,68,42,61,Organised,Organised,44,47,34,33,27,24,1
9/10/2014,Ivory Coast,Cameroon,1,4,African Cup of Nations qualification,76,75,77,76,74,72,75,75,66,40,49,44,Organised,Organised,73,68,59,52,53,50,Organised,Organised,51,48,51,58,26,26,0
9/10/2014,Ivory Coast,Cameroon,1,4,African Cup of Nations qualification,76,75,77,76,77,72,74,75,66,40,49,44,Organised,Organised,73,68,59,52,53,50,Organised,Organised,51,48,51,58,27,26,0
9/10/2014,Cameroon,Ivory Coast,4,1,African Cup of Nations qualification,76,76,77,77,73,74,76,75,40,66,44,49,Organised,Organised,68,73,52,59,50,53,Organised,Organised,48,51,58,51,25,26,1
9/10/2014,Cameroon,Ivory Coast,4,1,African Cup of Nations qualification,76,76,77,77,73,77,76,74,40,66,44,49,Organised,Organised,68,73,52,59,50,53,Organised,Organised,48,51,58,51,25,27,1
10/9/2014,Switzerland,Slovenia,0,1,UEFA Euro qualification,76,73,75,74,77,67,76,69,48,51,52,53,Organised,Organised,51,67,48,66,43,50,Organised,Organised,45,36,47,46,25,27,0
10/9/2014,Russia,Sweden,1,1,UEFA Euro qualification,77,75,78,77,76,74,75,74,45,49,45,32,Organised,Organised,66,39,64,33,49,68,Organised,Organised,47,59,47,42,26,28,0
10/10/2014,Paraguay,Korea Republic,0,2,Friendly,73,72,77,73,73,70,69,69,33,55,52,40,Organised,Organised,32,38,33,45,48,45,Organised,Free Form,45,48,33,51,31,26,0
10/10/2014,Turkey,Czech Republic,1,2,UEFA Euro qualification,78,74,77,73,78,73,77,73,51,47,55,50,Organised,Organised,49,56,48,53,52,52,Organised,Organised,47,44,50,47,26,28,0
10/11/2014,Brazil,Argentina,2,0,Friendly,82,81,83,84,82,80,82,79,62,32,48,39,Organised,Organised,42,36,57,34,54,68,Organised,Free Form,37,55,61,60,25,28,1
10/11/2014,Greece,Finland,1,1,UEFA Euro qualification,74,69,76,68,72,69,75,68,52,56,56,58,Organised,Organised,60,53,51,47,52,53,Organised,Organised,37,30,24,33,27,26,0
10/11/2014,France,Portugal,2,1,Friendly,81,80,85,83,80,79,80,79,48,55,36,31,Organised,Organised,52,52,49,30,52,48,Organised,Free Form,46,47,36,47,26,26,1
10/11/2014,Germany,Poland,0,2,UEFA Euro qualification,84,75,83,74,83,74,79,73,63,50,40,34,Organised,Organised,48,36,48,36,63,38,Organised,Organised,57,38,44,36,25,26,0
10/11/2014,Romania,Hungary,1,1,UEFA Euro qualification,73,70,73,70,71,70,72,68,51,52,52,53,Organised,Organised,69,64,40,47,55,52,Organised,Organised,47,47,47,47,27,27,0
10/13/2014,Norway,Bulgaria,2,1,UEFA Euro qualification,72,69,65,68,72,69,70,67,70,54,59,54,Organised,Organised,52,63,68,62,61,33,Organised,Organised,47,32,33,48,25,27,1
10/14/2014,Portugal,Denmark,1,0,UEFA Euro qualification,80,74,83,75,79,74,79,74,55,65,31,50,Organised,Organised,52,51,30,38,48,49,Free Form,Organised,47,44,47,47,26,26,1
10/14/2014,Romania,Finland,2,0,UEFA Euro qualification,73,69,73,68,71,69,72,68,51,56,52,58,Organised,Organised,69,53,40,47,55,53,Organised,Organised,47,30,47,33,27,26,1
10/14/2014,Germany,Ireland,1,1,UEFA Euro qualification,84,74,83,75,83,75,79,73,63,45,40,45,Organised,Organised,48,50,48,40,63,50,Organised,Organised,57,40,44,40,25,28,0
10/14/2014,Greece,Northern Ireland,0,2,UEFA Euro qualification,74,70,76,71,72,70,75,69,52,57,56,55,Organised,Organised,60,45,51,50,52,62,Organised,Organised,37,50,24,40,27,28,0
10/14/2014,Poland,Scotland,2,2,UEFA Euro qualification,75,73,74,75,74,74,73,69,50,40,34,45,Organised,Organised,36,55,36,40,38,55,Organised,Organised,38,50,36,40,26,28,0
11/12/2014,Netherlands,Mexico,2,3,Friendly,79,73,85,77,76,71,76,70,45,53,37,54,Organised,Organised,52,58,55,68,39,38,Organised,Organised,50,58,48,46,25,26,0
11/12/2014,Brazil,Turkey,4,0,Friendly,82,76,82,74,80,76,81,75,62,51,48,55,Organised,Organised,42,49,57,48,54,52,Organised,Organised,37,47,61,50,25,26,1
11/14/2014,Hungary,Finland,1,0,UEFA Euro qualification,70,69,70,68,70,70,68,67,52,56,53,58,Organised,Organised,64,53,47,47,52,53,Organised,Organised,47,30,47,33,26,26,1
11/14/2014,Paraguay,Peru,2,1,Friendly,70,69,72,74,69,67,69,67,33,50,52,64,Organised,Organised,32,50,33,65,48,50,Organised,Organised,45,45,33,35,26,24,1
11/14/2014,Romania,Northern Ireland,2,0,UEFA Euro qualification,73,70,73,71,71,68,71,68,51,57,52,55,Organised,Organised,69,45,40,50,55,62,Organised,Organised,47,50,47,40,27,27,1
11/14/2014,Ireland,Scotland,0,1,UEFA Euro qualification,74,72,75,76,76,72,73,70,45,40,45,45,Organised,Organised,50,55,40,40,50,55,Organised,Organised,40,50,40,40,28,28,0
11/14/2014,Colombia,USA,2,1,Friendly,78,74,81,76,79,71,75,73,50,41,49,58,Organised,Organised,50,50,50,66,65,35,Organised,Organised,55,35,45,35,26,26,1
11/15/2014,Russia,Austria,0,1,UEFA Euro qualification,76,73,77,71,74,76,74,72,45,37,45,53,Organised,Organised,66,37,64,38,49,49,Organised,Organised,47,37,47,34,26,26,0
11/15/2014,England,Slovenia,3,1,UEFA Euro qualification,80,71,82,71,77,67,78,68,54,51,56,53,Organised,Organised,67,67,56,66,51,50,Organised,Organised,47,36,43,46,25,27,1
11/16/2014,Belgium,Wales,0,0,UEFA Euro qualification,80,73,80,64,79,74,79,72,39,60,45,44,Organised,Organised,37,46,36,53,45,40,Free Form,Organised,42,53,48,48,25,26,0
11/18/2014,Brazil,Austria,2,1,Friendly,82,73,82,71,80,76,81,72,62,37,48,53,Organised,Organised,42,37,57,38,54,49,Organised,Organised,37,37,61,34,25,26,1
11/18/2014,Venezuela,Bolivia,2,3,Friendly,70,65,73,66,64,64,70,63,29,33,33,30,Organised,Organised,25,32,32,29,32,49,Organised,Organised,44,45,33,34,25,27,0
11/18/2014,Chile,Uruguay,1,2,Friendly,75,75,78,76,74,73,74,75,62,36,42,55,Organised,Organised,50,34,65,51,54,37,Organised,Organised,44,56,35,44,27,25,0
11/18/2014,France,Sweden,1,0,Friendly,81,75,85,77,80,72,80,74,48,49,36,32,Organised,Organised,52,39,49,33,52,68,Organised,Organised,46,59,36,42,26,27,1
11/18/2014,Russia,Hungary,2,1,Friendly,76,70,77,70,74,70,74,68,45,52,45,53,Organised,Organised,66,64,64,47,49,52,Organised,Organised,47,47,47,47,26,26,1
11/18/2014,Ireland,USA,4,1,Friendly,74,74,75,76,76,71,73,73,45,41,45,58,Organised,Organised,50,50,40,66,50,35,Organised,Organised,40,35,40,35,28,26,1
11/18/2014,Paraguay,Peru,1,2,Friendly,70,69,72,74,69,67,69,67,33,50,52,64,Organised,Organised,32,50,33,65,48,50,Organised,Organised,45,45,33,35,26,24,0
11/18/2014,Argentina,Portugal,0,1,Friendly,82,80,87,83,80,80,80,79,32,55,39,31,Organised,Organised,36,52,34,30,68,48,Free Form,Free Form,55,47,60,47,27,28,0
11/18/2014,Denmark,Romania,0,2,Friendly,74,73,75,73,73,71,76,71,65,51,50,52,Organised,Organised,51,69,38,40,49,55,Organised,Organised,44,47,47,47,26,27,0
11/18/2014,England,Scotland,3,1,Friendly,80,72,82,76,77,72,78,70,54,40,56,45,Organised,Organised,67,55,56,40,51,55,Organised,Organised,47,50,43,40,25,28,1
11/18/2014,Colombia,Slovenia,1,0,Friendly,78,71,81,71,79,67,75,68,50,51,49,53,Organised,Organised,50,67,50,66,65,50,Organised,Organised,55,36,45,46,26,27,1
11/18/2014,Germany,Spain,1,0,Friendly,84,83,83,82,83,84,79,82,63,37,40,40,Organised,Organised,48,37,48,41,63,56,Organised,Free Form,57,50,44,37,25,26,1
11/19/2014,Ivory Coast,Cameroon,0,0,African Cup of Nations qualification,77,76,78,76,77,72,73,76,66,40,49,44,Organised,Organised,73,68,59,52,53,50,Organised,Organised,51,48,51,58,27,26,0
11/30/2014,Ivory Coast,South Africa,0,2,Friendly,75,68,77,68,72,69,72,67,66,39,49,37,Organised,Organised,73,66,59,51,53,57,Organised,Organised,51,45,51,55,25,24,0
1/10/2015,Cameroon,South Africa,1,1,Friendly,71,68,76,68,65,69,74,67,40,39,44,37,Organised,Organised,68,66,52,51,50,57,Organised,Organised,48,45,58,55,23,24,0
1/15/2015,Ivory Coast,Sweden,0,2,Friendly,75,74,77,77,72,72,72,74,66,49,49,32,Organised,Organised,73,39,59,33,53,68,Organised,Organised,51,59,51,42,25,26,0
1/17/2015,Korea Republic,Australia,1,0,AFC Asian Cup,71,70,73,73,72,69,67,65,55,39,40,46,Organised,Organised,38,65,45,55,45,30,Free Form,Organised,48,55,51,48,27,26,1
1/19/2015,Sweden,Finland,0,1,Friendly,74,69,77,68,72,70,74,67,49,56,32,58,Organised,Organised,39,53,33,47,68,53,Organised,Organised,59,30,42,33,26,26,0
1/28/2015,Ivory Coast,Cameroon,1,0,African Cup of Nations,75,71,77,76,72,65,72,74,66,40,49,44,Organised,Organised,73,68,59,52,53,50,Organised,Organised,51,48,51,58,25,23,1
1/28/2015,Chile,USA,3,2,Friendly,75,74,76,71,75,75,73,72,62,41,42,58,Organised,Organised,50,50,65,66,54,35,Organised,Organised,44,35,35,35,27,26,1
1/31/2015,Australia,Korea Republic,2,1,AFC Asian Cup,70,70,74,64,69,71,67,69,39,55,46,40,Organised,Organised,65,38,55,45,30,45,Organised,Free Form,55,48,48,51,26,25,1
3/25/2015,Denmark,USA,3,2,Friendly,74,74,75,76,73,73,75,74,65,41,50,58,Organised,Free Form,51,43,38,54,49,35,Organised,Free Form,44,42,47,38,26,26,1
3/25/2015,Germany,Australia,2,2,Friendly,84,70,79,74,84,69,80,67,63,39,40,46,Organised,Organised,48,65,48,55,63,30,Organised,Organised,57,55,44,48,25,25,0
3/25/2015,Scotland,Northern Ireland,1,0,Friendly,72,69,71,71,72,68,70,68,40,57,45,55,Organised,Organised,55,45,40,50,55,62,Organised,Organised,50,50,40,40,27,27,1
3/26/2015,France,Brazil,1,3,Friendly,81,81,82,79,81,81,80,81,48,62,36,48,Organised,Organised,52,42,49,57,52,54,Organised,Organised,46,37,36,61,26,24,0
3/28/2015,Italy,Bulgaria,2,2,UEFA Euro qualification,79,69,78,67,76,69,82,67,49,54,48,54,Organised,Organised,63,63,38,62,42,33,Organised,Organised,44,32,34,48,27,27,0
3/28/2015,Netherlands,Turkey,1,1,UEFA Euro qualification,80,77,80,78,80,78,78,74,45,51,37,55,Organised,Organised,52,49,55,48,39,52,Organised,Organised,50,47,48,50,25,26,0
3/29/2015,Brazil,Chile,1,0,Friendly,82,76,82,77,80,73,82,69,62,62,48,42,Organised,Organised,42,50,57,65,54,54,Organised,Organised,37,44,61,35,25,27,1
3/29/2015,France,Denmark,2,0,Friendly,81,75,82,74,79,73,80,76,48,65,36,50,Organised,Organised,52,51,49,38,52,49,Organised,Organised,46,44,36,47,26,26,1
3/29/2015,Greece,Hungary,0,0,UEFA Euro qualification,74,70,75,73,72,71,76,66,55,52,60,53,Organised,Organised,70,55,60,62,62,42,Organised,Organised,56,47,30,47,25,27,0
3/29/2015,Poland,Ireland,1,1,UEFA Euro qualification,75,74,80,77,71,76,74,73,50,45,34,45,Organised,Organised,47,50,36,40,38,50,Organised,Organised,38,40,37,40,26,28,0
3/29/2015,Northern Ireland,Finland,2,1,UEFA Euro qualification,69,69,68,68,67,71,68,67,57,56,55,58,Organised,Organised,45,53,50,47,62,53,Organised,Organised,50,30,40,33,26,26,1
3/31/2015,England,Italy,1,1,Friendly,80,79,82,78,78,76,79,82,54,49,56,48,Organised,Organised,67,63,56,38,51,42,Organised,Organised,47,44,43,34,25,27,0
3/31/2015,Korea Republic,New Zealand,1,0,Friendly,70,65,64,65,69,60,70,66,55,44,40,65,Organised,Organised,38,65,45,50,45,35,Free Form,Organised,48,53,51,30,25,23,1
3/31/2015,Spain,Netherlands,0,2,Friendly,83,80,80,80,84,80,82,78,41,45,38,37,Organised,Organised,41,52,38,55,57,39,Free Form,Organised,47,50,37,48,25,25,0
3/31/2015,Venezuela,Peru,1,0,Friendly,71,70,73,72,69,68,68,69,29,50,33,64,Organised,Organised,25,50,32,65,32,50,Organised,Organised,44,45,33,35,26,25,1
3/31/2015,Switzerland,USA,1,1,Friendly,76,73,75,75,76,73,75,69,48,41,52,58,Organised,Free Form,51,43,48,54,43,35,Organised,Free Form,45,42,47,38,25,25,0
4/15/2015,Mexico,USA,0,2,Friendly,76,73,78,75,76,73,74,69,53,41,54,58,Organised,Free Form,58,43,68,54,38,35,Organised,Free Form,58,42,46,38,26,25,0
6/5/2015,Netherlands,USA,3,4,Friendly,80,74,81,76,80,73,78,72,45,41,37,58,Organised,Free Form,52,43,55,54,39,35,Organised,Free Form,50,42,48,38,25,25,0
6/7/2015,Brazil,Mexico,2,0,Friendly,82,71,82,72,81,69,82,69,62,53,48,54,Organised,Organised,42,58,57,68,54,38,Organised,Organised,37,58,61,46,25,27,1
6/7/2015,France,Belgium,3,4,Friendly,81,81,82,79,80,81,79,79,48,39,36,45,Organised,Organised,52,37,49,36,52,45,Organised,Free Form,46,42,36,48,26,25,0
6/7/2015,England,Ireland,0,0,Friendly,80,74,82,75,78,74,79,71,54,45,56,45,Organised,Organised,67,50,56,40,51,50,Organised,Organised,47,40,43,40,25,28,0
6/8/2015,Sweden,Norway,0,0,Friendly,74,72,80,71,75,73,72,71,49,70,45,59,Organised,Organised,64,52,33,68,37,61,Organised,Organised,59,47,42,33,27,25,0
6/8/2015,Turkey,Bulgaria,4,0,Friendly,76,68,78,67,78,69,74,67,51,54,55,54,Organised,Organised,49,63,48,62,52,33,Organised,Organised,47,32,50,48,26,27,1
6/10/2015,Germany,USA,1,2,Friendly,84,74,82,76,80,73,82,72,63,41,40,58,Organised,Free Form,48,43,48,54,63,35,Organised,Free Form,57,42,44,38,25,25,0
6/11/2015,Chile,Ecuador,2,0,Copa América,76,71,77,72,74,73,73,67,62,50,42,64,Organised,Organised,50,50,65,65,54,50,Organised,Organised,44,45,35,35,27,26,1
6/12/2015,Mexico,Bolivia,0,0,Copa América,71,68,72,70,69,65,69,67,53,33,54,30,Organised,Organised,58,32,68,29,38,49,Organised,Organised,58,45,46,34,27,26,0
6/12/2015,Belgium,Wales,0,1,UEFA Euro qualification,81,73,79,75,81,70,79,72,39,60,45,44,Organised,Organised,37,46,36,53,45,40,Free Form,Organised,42,53,48,48,25,25,0
6/13/2015,Argentina,Paraguay,2,2,Copa América,82,71,86,68,80,71,81,69,32,33,39,52,Organised,Organised,36,32,34,33,68,48,Free Form,Organised,55,45,60,33,27,26,0
6/13/2015,Hungary,Finland,1,0,UEFA Euro qualification,70,68,72,69,72,66,67,66,52,56,53,58,Organised,Organised,55,53,62,47,42,53,Organised,Organised,47,30,47,33,27,25,1
6/13/2015,Ireland,Scotland,1,1,UEFA Euro qualification,74,73,75,75,74,71,71,71,45,40,45,45,Organised,Organised,50,55,40,40,50,55,Organised,Organised,40,50,40,40,28,26,0
6/13/2015,Romania,Northern Ireland,0,0,UEFA Euro qualification,72,69,72,69,71,70,71,67,51,57,52,55,Organised,Organised,69,45,40,50,55,62,Organised,Organised,47,50,47,40,26,27,0
6/14/2015,Brazil,Peru,2,1,Copa América,82,71,82,77,81,68,82,69,62,50,48,64,Organised,Organised,42,50,57,65,54,50,Organised,Organised,37,45,61,35,25,26,1
6/14/2015,Colombia,Venezuela,0,1,Copa América,78,71,81,73,79,69,75,68,50,29,49,33,Organised,Organised,50,25,50,32,65,32,Organised,Organised,55,44,45,33,25,26,0
6/14/2015,Russia,Austria,0,1,UEFA Euro qualification,77,74,78,72,77,76,75,73,45,37,45,53,Organised,Organised,66,37,64,38,49,49,Organised,Organised,47,37,47,34,27,25,0
6/14/2015,England,Slovenia,3,2,UEFA Euro qualification,80,73,82,73,78,71,79,69,54,51,56,53,Organised,Organised,67,67,56,66,51,45,Organised,Organised,47,36,43,46,25,26,1
6/15/2015,Chile,Mexico,3,3,Copa América,76,71,77,72,74,69,73,69,62,53,42,54,Organised,Organised,50,58,65,68,54,38,Organised,Organised,44,58,35,46,27,27,0
6/15/2015,Ecuador,Bolivia,2,3,Copa América,71,68,72,70,73,65,67,67,50,33,64,30,Organised,Organised,50,32,65,29,50,49,Organised,Organised,45,45,35,34,26,26,0
6/16/2015,Argentina,Uruguay,1,0,Copa América,82,76,86,75,80,74,81,77,32,36,39,55,Organised,Organised,36,34,34,51,68,37,Free Form,Organised,55,56,60,44,27,26,1
6/16/2015,Portugal,Italy,1,0,Friendly,80,79,83,78,80,77,77,81,55,52,31,54,Organised,Organised,52,60,30,42,48,42,Free Form,Organised,47,44,47,34,28,27,1
6/16/2015,Poland,Greece,0,0,Friendly,76,75,80,75,74,72,74,75,50,55,34,60,Free Form,Organised,47,70,36,60,38,62,Free Form,Organised,38,56,37,30,26,25,0
6/17/2015,Brazil,Colombia,0,1,Copa América,82,78,82,81,81,79,82,75,62,50,48,49,Organised,Organised,42,50,57,50,54,65,Organised,Organised,37,55,61,45,25,25,0
6/18/2015,Peru,Venezuela,1,0,Copa América,71,71,77,73,68,69,69,68,50,29,64,33,Organised,Organised,50,25,65,32,50,32,Organised,Organised,45,44,35,33,26,26,1
6/19/2015,Chile,Bolivia,5,0,Copa América,76,68,77,70,74,65,73,67,62,33,42,30,Organised,Organised,50,32,65,29,54,49,Organised,Organised,44,45,35,34,27,26,1
6/19/2015,Mexico,Ecuador,1,2,Copa América,71,71,72,72,69,73,69,67,53,50,54,64,Organised,Organised,58,50,68,65,38,50,Organised,Organised,58,45,46,35,27,26,0
6/20/2015,Uruguay,Paraguay,1,1,Copa América,76,71,75,68,74,71,77,69,36,33,55,52,Organised,Organised,34,32,51,33,37,48,Organised,Organised,56,45,44,33,26,26,0
6/21/2015,Brazil,Venezuela,2,1,Copa América,82,71,82,73,81,69,82,68,62,29,48,33,Organised,Organised,42,25,57,32,54,32,Organised,Organised,37,44,61,33,25,26,1
6/21/2015,Colombia,Peru,0,0,Copa América,78,71,81,77,79,68,75,69,50,50,49,64,Organised,Organised,50,50,50,65,65,50,Organised,Organised,55,45,45,35,25,26,0
6/24/2015,Chile,Uruguay,1,0,Copa América,76,76,77,75,74,74,73,77,62,36,42,55,Organised,Organised,50,34,65,51,54,37,Organised,Organised,44,56,35,44,27,26,1
6/25/2015,Peru,Bolivia,3,1,Copa América,71,68,77,70,68,65,69,67,50,33,64,30,Organised,Organised,50,32,65,29,50,49,Organised,Organised,45,45,35,34,26,26,1
6/26/2015,Argentina,Colombia,0,0,Copa América,82,78,86,81,80,78,81,74,32,50,39,49,Organised,Organised,36,50,34,50,68,65,Free Form,Organised,55,55,60,45,27,25,0
6/27/2015,Brazil,Paraguay,1,1,Copa América,82,71,82,68,80,71,83,69,62,33,48,52,Organised,Organised,42,32,57,33,54,48,Organised,Organised,37,45,61,33,25,26,0
6/29/2015,Chile,Peru,2,1,Copa América,76,71,76,78,76,69,73,72,62,50,42,64,Organised,Organised,50,50,65,65,54,50,Organised,Organised,44,45,35,35,27,26,1
6/30/2015,Argentina,Paraguay,6,1,Copa América,82,71,86,68,80,71,81,69,32,33,39,52,Organised,Organised,36,32,34,33,68,48,Free Form,Organised,55,45,60,33,27,26,1
7/3/2015,Peru,Paraguay,2,0,Copa América,71,71,78,68,69,71,72,69,50,33,64,52,Organised,Organised,50,32,65,33,50,48,Organised,Organised,45,45,35,33,26,26,1
